match_id,elapsed_time,set_no,game_no,point_no,p1_sets,p2_sets,p1_games,p2_games,server,serve_no,p1_points_won,p2_points_won,p1_ace,p2_ace,p1_winner,p2_winner,p1_double_fault,p2_double_fault,p1_unf_err,p2_unf_err,p1_net_pt,p2_net_pt,p1_net_pt_won,p2_net_pt_won,p1_break_pt,p2_break_pt,p1_break_pt_won,p2_break_pt_won,p1_break_pt_missed,p2_break_pt_missed,p1_distance_run,p2_distance_run,rally_count,speed_mph,p1_trend,p2_trend,past_time,point_no_to_start,p1_place_ge,p1_place_le,last_time,serve_width_BC,serve_width_BW,serve_width_C,serve_width_W,serve_depth_NCTL,return_depth_ND,p1_break_pt*server,p2_break_pt*server,p1_place_ge*server,p1_place_le*server,p1_sets*server,p2_sets*server,p1_games*server,p2_games*server,past_time*server,p2_trend*server,p1_trend*server,set_no*server,game_no*server,point_no_to_start*server,factor
2023-wimbledon-1307,165.4,1,6,33,0,0,3,2,-1,1,17,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9.406,8.305,2,107,17,-17,3.25,6,0,0,0.466666667,0,1,0,0,1,1,0,0,0,0,0,0,-3,-2,-3.25,17,-17,-1,-6,-6,-1.000089
2023-wimbledon-1307,165.7166667,1,6,34,0,0,3,2,-1,1,18,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.821,4.409,1,113,17,-17,3.566666667,7,1,0,0.466666667,0,0,1,0,1,1,0,0,-1,0,0,0,-3,-2,-3.566666667,17,-17,-1,-6,-7,3.586781
2023-wimbledon-1307,166.2,1,6,35,0,0,3,2,-1,1,19,16,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,7.131,13.22,2,104,18,-18,4.05,8,0,0,0.316666667,0,0,0,1,0,1,0,0,0,0,0,0,-3,-2,-4.05,18,-18,-1,-6,-8,1.578413
2023-wimbledon-1307,166.8666667,1,6,36,0,0,3,2,-1,1,19,17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,31.658,26.625,8,117,19,-19,4.716666667,9,1,0,0.483333333,0,0,1,0,1,1,-1,0,-1,0,0,0,-3,-2,-4.716666667,19,-19,-1,-6,-9,-3.005787
2023-wimbledon-1307,167.3666667,1,6,37,0,0,3,2,-1,2,20,17,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,6.9,9.26,3,111,19,-19,5.216666667,10,0,0,0.666666667,0,0,0,1,0,1,0,0,0,0,0,0,-3,-2,-5.216666667,19,-19,-1,-6,-10,3.118301
2023-wimbledon-1307,168,1,6,38,0,0,3,2,-1,1,21,17,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,9.249,7.454,2,93,20,-20,5.85,11,1,0,0.5,0,0,1,0,1,1,-1,0,-1,0,0,0,-3,-2,-5.85,20,-20,-1,-6,-11,3.704438
2023-wimbledon-1307,168.5666667,1,7,39,0,0,4,2,1,1,22,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9.521,9.113,4,110,21,-21,0,0,0,0,0.633333333,0,0,1,0,1,1,0,0,0,0,0,0,4,2,0,-21,21,1,7,0,4.66001
2023-wimbledon-1307,168.9,1,7,40,0,0,4,2,1,1,22,18,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.095,1.113,1,124,22,-22,0.333333333,1,1,0,0.566666667,0,0,1,0,1,1,0,0,1,0,0,0,4,2,0.333333333,-22,22,1,7,1,-1.529373
2023-wimbledon-1307,169.4,1,7,41,0,0,4,2,1,1,22,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.036,8.052,2,122,22,-22,0.833333333,2,0,0,0.333333333,0,0,1,0,1,0,0,0,0,0,0,0,4,2,0.833333333,-22,22,1,7,2,-1.983291
2023-wimbledon-1307,170.0666667,1,7,42,0,0,4,2,1,1,23,19,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,17.245,22.392,6,118,22,-22,1.5,3,0,1,0.5,0,0,0,1,0,1,0,0,0,1,0,0,4,2,1.5,-22,22,1,7,3,3.869167
2023-wimbledon-1307,170.6,1,7,43,0,0,4,2,1,1,23,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.487,14.257,3,126,23,-23,2.033333333,4,0,0,0.666666667,0,0,0,1,0,1,0,0,0,0,0,0,4,2,2.033333333,-23,23,1,7,4,-0.768965
2023-wimbledon-1307,171.1333333,1,7,44,0,0,4,2,1,2,23,21,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,15.318,16.529,2,117,23,-23,2.566666667,5,0,1,0.533333333,0,0,0,1,1,1,0,1,0,1,0,0,4,2,2.566666667,-23,23,1,7,5,-1.805663
2023-wimbledon-1307,172.95,1,8,45,0,0,4,3,-1,2,23,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,21.831,19.517,4,95,23,-23,0,0,0,0,0.533333333,0,1,0,0,1,1,0,0,0,0,0,0,-4,-3,0,23,-23,-1,-8,0,-0.160897
2023-wimbledon-1307,173.5333333,1,8,46,0,0,4,3,-1,1,23,23,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10.275,9.896,3,94,23,-23,0.583333333,1,0,1,1.816666667,0,0,1,0,1,1,0,0,0,-1,0,0,-4,-3,-0.583333333,23,-23,-1,-8,-1,-3.639817
2023-wimbledon-1307,174.0333333,1,8,47,0,0,4,3,-1,1,23,24,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4.244,7.293,1,109,23,-23,1.083333333,2,0,1,0.583333333,0,0,0,1,0,1,0,0,0,-1,0,0,-4,-3,-1.083333333,23,-23,-1,-8,-2,-0.640637
2023-wimbledon-1307,174.35,1,8,48,0,0,4,3,-1,1,23,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.594,4.949,1,104,23,-23,1.4,3,0,1,0.5,0,0,0,1,0,1,0,0,0,-1,0,0,-4,-3,-1.4,23,-23,-1,-8,-3,-1.170539
2023-wimbledon-1307,174.9666667,1,9,49,0,0,4,4,1,2,23,26,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,13.165,14.279,5,113,23,-23,0,0,0,0,0.316666667,0,0,1,0,1,1,0,0,0,0,0,0,4,4,0,-23,23,1,9,0,0.299191
2023-wimbledon-1307,175.6166667,1,9,50,0,0,4,4,1,1,24,26,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4.438,5.162,0,113,23,-23,0.65,1,0,1,0.616666667,1,0,0,0,0,1,0,0,0,1,0,0,4,4,0.65,-23,23,1,9,1,2.285563
2023-wimbledon-1307,176.2666667,1,9,51,0,0,4,4,1,1,25,26,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.476,4.133,1,116,24,-24,1.3,2,0,0,0.65,0,0,0,1,0,0,0,0,0,0,0,0,4,4,1.3,-24,24,1,9,2,3.54965
2023-wimbledon-1307,176.7,1,9,52,0,0,4,4,1,2,25,27,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.286,1.816,1,126,25,-25,1.733333333,3,1,0,0.65,0,0,1,0,1,0,0,0,1,0,0,0,4,4,1.733333333,-25,25,1,9,3,-1.741652
2023-wimbledon-1307,177.45,1,9,53,0,0,4,4,1,1,25,28,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14.784,17.012,4,96,25,-25,2.483333333,4,0,0,0.433333333,0,0,0,1,1,1,0,0,0,0,0,0,4,4,2.483333333,-25,25,1,9,4,-0.668021
2023-wimbledon-1307,178.5666667,1,9,54,0,0,4,4,1,1,26,28,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,36.115,45.53,10,117,25,-25,3.6,5,0,1,0.75,0,0,0,1,1,0,0,1,0,1,0,0,4,4,3.6,-25,25,1,9,5,6.353184
2023-wimbledon-1307,179.1833333,1,9,55,0,0,4,4,1,1,27,28,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,15.029,17.493,5,117,26,-26,4.216666667,6,0,0,1.116666667,0,1,0,0,1,1,0,0,0,0,0,0,4,4,4.216666667,-26,26,1,9,6,2.767517
2023-wimbledon-1307,179.7333333,1,9,56,0,0,4,4,1,1,28,28,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,13.447,13.948,3,117,27,-27,4.766666667,7,1,0,0.616666667,0,0,0,1,0,1,0,0,1,0,0,0,4,4,4.766666667,-27,27,1,9,7,3.60939
2023-wimbledon-1307,181.3666667,1,10,57,0,0,5,4,-1,1,28,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.981,8.904,1,126,28,-28,0,0,0,0,0.55,0,0,0,1,0,1,0,0,0,0,0,0,-5,-4,0,28,-28,-1,-10,0,-2.389734
2023-wimbledon-1307,181.7,1,10,58,0,0,5,4,-1,1,28,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.52,3.384,1,101,28,-28,0.333333333,1,0,1,1.633333333,0,0,0,1,0,0,0,0,0,-1,0,0,-5,-4,-0.333333333,28,-28,-1,-10,-1,-1.754117
2023-wimbledon-1307,182,1,10,59,0,0,5,4,-1,1,28,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.51,6.14,1,106,28,-28,0.633333333,2,0,1,0.333333333,0,0,1,0,1,1,0,0,0,-1,0,0,-5,-4,-0.633333333,28,-28,-1,-10,-2,-0.945792
2023-wimbledon-1307,182.3333333,1,10,60,0,0,5,4,-1,2,29,31,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,6.737,7.832,1,119,28,-28,0.966666667,3,0,1,0.3,0,0,1,0,0,0,0,0,0,-1,0,0,-5,-4,-0.966666667,28,-28,-1,-10,-3,2.320792
2023-wimbledon-1307,183.3666667,1,10,61,0,0,5,4,-1,1,29,32,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,20.242,13.488,4,82,29,-29,2,4,0,1,0.333333333,0,1,0,0,1,1,0,0,0,-1,0,0,-5,-4,-2,29,-29,-1,-10,-4,-4.004264
2023-wimbledon-1307,184,1,11,62,0,0,5,5,1,2,30,32,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,13.511,18.604,5,113,29,-29,0,0,0,0,1.033333333,0,0,1,0,1,1,0,0,0,0,0,0,5,5,0,-29,29,1,11,0,6.691285
2023-wimbledon-1307,184.6833333,1,11,63,0,0,5,5,1,1,31,32,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,17.125,11.349,5,116,30,-30,0.683333333,1,1,0,0.633333333,1,0,0,0,1,1,0,0,1,0,0,0,5,5,0.683333333,-30,30,1,11,1,3.698137
2023-wimbledon-1307,185.15,1,11,64,0,0,5,5,1,1,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.817,4.538,1,124,31,-31,1.15,2,1,0,0.683333333,0,0,0,1,0,0,0,0,1,0,0,0,5,5,1.15,-31,31,1,11,2,4.690299
2023-wimbledon-1307,185.5,1,11,65,0,0,5,5,1,2,33,32,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,10.238,8.428,3,115,32,-32,1.5,3,1,0,0.466666667,0,0,0,1,1,0,0,0,1,0,0,0,5,5,1.5,-32,32,1,11,3,5.169491
2023-wimbledon-1307,187.2,1,12,66,0,0,6,5,-1,2,34,32,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.785,1.3,1,124,33,-33,0,0,0,0,0.35,0,0,1,0,1,0,0,0,0,0,0,0,-6,-5,0,33,-33,-1,-12,0,2.203568
2023-wimbledon-1307,187.9333333,1,12,67,0,0,6,5,-1,2,34,33,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,21.681,16.938,4,91,34,-34,0.733333333,1,1,0,1.7,1,0,0,0,1,0,0,0,-1,0,0,0,-6,-5,-0.733333333,34,-34,-1,-12,-1,-4.177472
2023-wimbledon-1307,188.7833333,1,12,68,0,0,6,5,-1,1,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.287,28.479,7,86,34,-34,1.583333333,2,0,0,0.733333333,0,0,0,1,1,1,0,0,0,0,0,0,-6,-5,-1.583333333,34,-34,-1,-12,-2,0.573313
2023-wimbledon-1307,189.1666667,1,12,69,0,0,6,5,-1,1,34,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.055,1.496,1,110,34,-34,1.966666667,3,0,1,0.85,0,0,0,1,0,1,0,0,0,-1,0,0,-6,-5,-1.966666667,34,-34,-1,-12,-3,-1.645423
2023-wimbledon-1307,189.5833333,1,12,70,0,0,6,5,-1,2,34,36,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3.702,6.154,1,103,34,-34,2.383333333,4,0,1,0.383333333,0,0,0,1,1,1,0,0,0,-1,0,0,-6,-5,-2.383333333,34,-34,-1,-12,-4,-2.080335
2023-wimbledon-1307,190.3833333,1,13,71,0,0,6,6,1,1,35,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.886,13.003,3,85,34,-34,0,0,0,0,0.416666667,1,0,0,0,1,0,0,0,0,0,0,0,6,6,0,-34,34,1,13,0,6.946268
2023-wimbledon-1307,190.8,1,13,72,0,0,6,6,-1,1,35,37,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.093,4.097,1,123,35,-35,0.416666667,1,1,0,0.8,0,0,1,0,0,0,0,0,-1,0,0,0,-6,-6,-0.416666667,35,-35,-1,-13,-1,-2.860697
2023-wimbledon-1307,191.1833333,1,13,73,0,0,6,6,-1,1,36,37,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4.347,7.357,1,110,35,-35,0.8,2,0,0,0.416666667,0,0,0,1,0,1,0,0,0,0,0,0,-6,-6,-0.8,35,-35,-1,-13,-2,2.527988
2023-wimbledon-1307,191.7833333,1,13,74,0,0,6,6,1,2,37,37,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,22.182,16.207,6,113,36,-36,1.4,3,1,0,0.383333333,0,1,0,0,1,1,0,0,1,0,0,0,6,6,1.4,-36,36,1,13,3,3.899946
2023-wimbledon-1307,192.6,1,13,75,0,0,6,6,1,1,38,37,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,21.707,27.162,7,96,37,-37,2.216666667,4,1,0,0.6,0,0,0,1,0,1,0,0,1,0,0,0,6,6,2.216666667,-37,37,1,13,4,3.008692
2023-wimbledon-1307,193.6,1,13,76,0,0,6,6,-1,1,39,37,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,5.683,4.006,1,115,38,-38,3.216666667,5,1,0,0.816666667,0,0,0,1,0,1,0,0,-1,0,0,0,-6,-6,-3.216666667,38,-38,-1,-13,-5,1.919986
2023-wimbledon-1307,194.5666667,1,13,77,0,0,6,6,-1,1,39,38,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14.787,12.246,2,100,39,-39,4.183333333,6,1,0,1,0,0,1,0,1,0,0,0,-1,0,0,0,-6,-6,-4.183333333,39,-39,-1,-13,-6,-4.482826
2023-wimbledon-1307,195.15,1,13,78,0,0,6,6,1,1,40,38,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,6.997,8.138,3,111,39,-39,4.766666667,7,1,0,0.966666667,0,0,1,0,1,0,0,0,1,0,0,0,6,6,4.766666667,-39,39,1,13,7,4.256592
2023-wimbledon-1307,196.3,1,13,79,0,0,6,6,1,1,40,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.716,5.836,1,119,40,-40,5.916666667,8,1,0,0.583333333,0,0,1,0,1,1,0,0,1,0,0,0,6,6,5.916666667,-40,40,1,13,8,-0.435604
2023-wimbledon-1307,196.9,1,13,80,0,0,6,6,-1,2,40,40,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12.856,15.535,4,112,40,-40,6.516666667,9,1,0,1.15,0,1,0,0,1,1,0,0,-1,0,0,0,-6,-6,-6.516666667,40,-40,-1,-13,-9,-1.473563
2023-wimbledon-1307,197.5666667,1,13,81,0,0,6,6,-1,1,40,41,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19.321,21.821,3,81,40,-40,7.183333333,10,1,0,0.6,0,0,0,1,1,1,0,0,-1,0,0,0,-6,-6,-7.183333333,40,-40,-1,-13,-10,-3.01797
2023-wimbledon-1307,198.0833333,1,13,82,0,0,6,6,1,2,41,41,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5.164,6.978,1,118,40,-40,7.7,11,1,0,0.666666667,0,0,1,0,1,1,0,0,1,0,0,0,6,6,7.7,-40,40,1,13,11,5.995108
2023-wimbledon-1307,200.7,2,1,83,1,0,0,0,-1,1,41,42,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,27.479,26.922,7,100,41,-41,0,0,0,0,0.516666667,0,1,0,0,0,1,0,0,0,0,-1,0,0,0,0,41,-41,-2,-1,0,-2.596269
2023-wimbledon-1307,201.15,2,1,84,1,0,0,0,-1,1,41,43,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.169,8.657,3,100,41,-41,0.45,1,0,1,2.616666667,0,0,0,1,0,1,0,0,0,-1,-1,0,0,0,-0.45,41,-41,-2,-1,-1,-1.852452
2023-wimbledon-1307,201.65,2,1,85,1,0,0,0,-1,1,41,44,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,30.043,19.127,5,102,41,-41,0.95,2,0,1,0.45,0,1,0,0,1,1,0,0,0,-1,-1,0,0,0,-0.95,41,-41,-2,-1,-2,-0.900776
2023-wimbledon-1307,201.9333333,2,1,86,1,0,0,0,-1,2,41,45,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.897,1.035,1,127,41,-41,1.233333333,3,0,1,0.5,0,0,1,0,1,1,0,0,0,-1,-1,0,0,0,-1.233333333,41,-41,-2,-1,-3,-3.31619
2023-wimbledon-1307,203.0833333,2,2,87,1,0,0,1,1,1,42,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.686,3.794,1,89,41,-41,0,0,0,0,0.283333333,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,-41,41,2,2,0,3.204839
2023-wimbledon-1307,203.4833333,2,2,88,1,0,0,1,1,2,43,45,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,7.906,7.598,3,122,42,-42,0.4,1,1,0,1.15,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0.4,-42,42,2,2,1,2.933456
2023-wimbledon-1307,204.1333333,2,2,89,1,0,0,1,1,1,44,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.934,9.863,3,113,43,-43,1.05,2,1,0,0.4,1,0,0,0,1,1,0,0,1,0,1,0,0,1,1.05,-43,43,2,2,2,2.910794
2023-wimbledon-1307,204.6166667,2,2,90,1,0,0,1,1,1,45,45,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,8.085,5.635,1,116,44,-44,1.533333333,3,1,0,0.65,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1.533333333,-44,44,2,2,3,3.789758
2023-wimbledon-1307,205.15,2,3,91,1,0,1,1,-1,1,46,45,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93,10.944,3,126,45,-45,0,0,0,0,0.483333333,0,0,0,1,0,1,0,0,0,0,-1,0,-1,-1,0,45,-45,-2,-3,0,-0.030482
2023-wimbledon-1307,205.65,2,3,92,1,0,1,1,-1,1,46,46,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14.982,14.333,4,107,46,-46,0.5,1,1,0,0.533333333,0,0,1,0,1,1,0,0,-1,0,-1,0,-1,-1,-0.5,46,-46,-2,-3,-1,-4.385746
2023-wimbledon-1307,206.0833333,2,3,93,1,0,1,1,-1,1,46,47,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,7.047,10.068,1,104,46,-46,0.933333333,2,0,0,0.5,0,1,0,0,0,0,0,0,0,0,-1,0,-1,-1,-0.933333333,46,-46,-2,-3,-2,-2.61313
2023-wimbledon-1307,206.5,2,3,94,1,0,1,1,-1,2,47,47,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,15.25,15.016,5,110,46,-46,1.35,3,0,1,0.433333333,1,0,0,0,1,0,0,0,0,-1,-1,0,-1,-1,-1.35,46,-46,-2,-3,-3,0.942476
2023-wimbledon-1307,207.15,2,3,95,1,0,1,1,-1,1,47,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.456,6.763,2,104,47,-47,2,4,0,0,0.416666667,0,0,1,0,0,1,0,0,0,0,-1,0,-1,-1,-2,47,-47,-2,-3,-4,-1.776156
2023-wimbledon-1307,207.5333333,2,3,96,1,0,1,1,-1,1,47,49,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,7.859,11.08,3,111,47,-47,2.383333333,5,0,1,0.65,0,0,1,0,1,1,0,0,0,-1,-1,0,-1,-1,-2.383333333,47,-47,-2,-3,-5,-2.01403
2023-wimbledon-1307,209.1833333,2,4,97,1,0,1,2,1,1,48,49,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,14.621,14.284,5,103,47,-47,0,0,0,0,0.383333333,0,0,0,1,0,1,0,0,0,0,1,0,1,2,0,-47,47,2,4,0,4.485685
2023-wimbledon-1307,209.6166667,2,4,98,1,0,1,2,1,1,49,49,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,9.552,13.393,3,122,48,-48,0.433333333,1,1,0,1.65,0,0,1,0,1,1,0,0,1,0,1,0,1,2,0.433333333,-48,48,2,4,1,3.341931
2023-wimbledon-1307,210.0333333,2,4,99,1,0,1,2,1,1,50,49,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.202,0.816,1,114,49,-49,0.85,2,1,0,0.433333333,0,0,1,0,1,1,0,0,1,0,1,0,1,2,0.85,-49,49,2,4,2,4.27435
2023-wimbledon-1307,210.4166667,2,4,100,1,0,1,2,1,2,50,50,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.729,0.911,1,121,50,-50,1.233333333,3,1,0,0.416666667,1,0,0,0,1,1,0,0,1,0,1,0,1,2,1.233333333,-50,50,2,4,3,0.95117
2023-wimbledon-1307,211.1,2,4,101,1,0,1,2,1,1,51,50,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.481,5.164,2,116,50,-50,1.916666667,4,1,0,0.383333333,0,0,1,0,1,1,0,0,1,0,1,0,1,2,1.916666667,-50,50,2,4,4,4.431164
2023-wimbledon-1307,212,2,5,102,1,0,2,2,-1,1,51,51,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.762,0.65,1,122,51,-51,0,0,0,0,0.683333333,0,0,1,0,1,1,0,0,0,0,-1,0,-2,-2,0,51,-51,-2,-5,0,-1.380387
2023-wimbledon-1307,212.5666667,2,5,103,1,0,2,2,-1,1,51,52,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.088,1.107,1,108,51,-51,0.566666667,1,0,1,0.9,0,0,1,0,1,1,0,0,0,-1,-1,0,-2,-2,-0.566666667,51,-51,-2,-5,-1,-1.983045
2023-wimbledon-1307,212.9333333,2,5,104,1,0,2,2,-1,1,51,53,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4.745,7.53,1,98,51,-51,0.933333333,2,0,1,0.566666667,0,0,0,1,0,1,0,0,0,-1,-1,0,-2,-2,-0.933333333,51,-51,-2,-5,-2,-0.829583
2023-wimbledon-1307,213.3166667,2,5,105,1,0,2,2,-1,1,51,54,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,11.057,13.81,5,111,51,-51,1.316666667,3,0,1,0.366666667,0,0,1,0,1,1,0,0,0,-1,-1,0,-2,-2,-1.316666667,51,-51,-2,-5,-3,-1.159319
2023-wimbledon-1307,215.1666667,2,6,106,1,0,2,3,1,1,52,54,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,14.967,15.536,3,105,51,-51,0,0,0,0,0.383333333,0,1,0,0,1,1,0,0,0,0,1,0,2,3,0,-51,51,2,6,0,4.019608
2023-wimbledon-1307,215.8166667,2,6,107,1,0,2,3,1,1,53,54,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.921,27.606,7,120,52,-52,0.65,1,1,0,1.85,0,0,1,0,1,0,0,0,1,0,1,0,2,3,0.65,-52,52,2,6,1,2.572121
2023-wimbledon-1307,216.4,2,6,108,1,0,2,3,1,1,54,54,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.829,6.287,3,122,53,-53,1.233333333,2,1,0,0.65,0,1,0,0,0,0,0,0,1,0,1,0,2,3,1.233333333,-53,53,2,6,2,4.190506
2023-wimbledon-1307,216.8833333,2,6,109,1,0,2,3,1,2,55,54,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,9.777,6.466,1,121,54,-54,1.716666667,3,1,0,0.583333333,0,0,1,0,1,1,0,0,1,0,1,0,2,3,1.716666667,-54,54,2,6,3,3.327433
2023-wimbledon-1307,217.7166667,2,7,110,1,0,3,3,-1,1,56,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.604,15.957,3,93,55,-55,0,0,0,0,0.483333333,0,0,0,1,1,0,0,0,0,0,-1,0,-3,-3,0,55,-55,-2,-7,0,0.181216
2023-wimbledon-1307,218.0666667,2,7,111,1,0,3,3,-1,1,57,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.112,6.757,2,105,56,-56,0.35,1,1,0,0.833333333,0,0,0,1,0,0,0,0,-1,0,-1,0,-3,-3,-0.35,56,-56,-2,-7,-1,0.463084
2023-wimbledon-1307,218.55,2,7,112,1,0,3,3,-1,1,57,55,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10.698,12.495,2,102,57,-57,0.833333333,2,1,0,0.35,0,0,0,1,0,0,0,0,-1,0,-1,0,-3,-3,-0.833333333,57,-57,-2,-7,-2,-3.3629
2023-wimbledon-1307,219.05,2,7,113,1,0,3,3,-1,1,57,56,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,14.618,17.94,3,108,57,-57,1.333333333,3,1,0,0.483333333,1,0,0,0,1,0,0,0,-1,0,-1,0,-3,-3,-1.333333333,57,-57,-2,-7,-3,-0.872965
2023-wimbledon-1307,219.5,2,7,114,1,0,3,3,-1,1,57,57,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,15.703,12.949,3,102,57,-57,1.783333333,4,0,0,0.5,0,0,0,1,0,0,0,0,0,0,-1,0,-3,-3,-1.783333333,57,-57,-2,-7,-4,-1.355451
2023-wimbledon-1307,219.9666667,2,7,115,1,0,3,3,-1,1,57,58,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,16.27,15.764,3,106,57,-57,2.25,5,0,1,0.45,0,0,1,0,1,0,0,0,0,-1,-1,0,-3,-3,-2.25,57,-57,-2,-7,-5,-2.109545
2023-wimbledon-1307,221.6,2,8,116,1,0,3,4,1,2,58,58,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,20.051,17.687,5,102,57,-57,0,0,0,0,0.466666667,0,1,0,0,1,0,0,0,0,0,1,0,3,4,0,-57,57,2,8,0,4.323575
