elapsed_time,set_no,game_no,point_no,p1_sets,p2_sets,p1_games,p2_games,server,serve_no,p1_points_won,p2_points_won,p1_ace,p2_ace,p1_winner,p2_winner,p1_double_fault,p2_double_fault,p1_unf_err,p2_unf_err,p1_net_pt,p2_net_pt,p1_net_pt_won,p2_net_pt_won,p1_break_pt,p2_break_pt,p1_break_pt_won,p2_break_pt_won,p1_break_pt_missed,p2_break_pt_missed,p1_distance_run,p2_distance_run,rally_count,speed_mph,p1_trend,p2_trend,past_time,point_no_to_start,p1_place_ge,p1_place_le,last_time,serve_width_BC,serve_width_BW,serve_width_C,serve_width_W,serve_depth_NCTL,return_depth_ND,p1_break_pt*server,p2_break_pt*server,p1_place_ge*server,p1_place_le*server,p1_sets*server,p2_sets*server,p1_games*server,p2_games*server,past_time*server,p2_trend*server,p1_trend*server,set_no*server,game_no*server,point_no_to_start*server,factor
3.116666667,1,2,7,0,0,1,0,-1,2,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.594,6.557,1,121,4,-4,0,0,0,0,0.416666667,0,1,0,0,0,1,0,0,0,0,0,0,-1,0,0,4,-4,-1,-2,0,4.281228
3.816666667,1,2,8,0,0,1,0,-1,1,5,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,24.558,20.562,6,93,5,-5,0.7,1,1,0,1.05,0,0,1,0,1,1,0,0,-1,0,0,0,-1,0,-0.7,5,-5,-1,-2,-1,-8.325678
4.5,1,2,9,0,0,1,0,-1,1,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.275,5.752,1,111,5,-5,1.383333333,2,0,0,0.7,0,1,0,0,1,0,0,0,0,0,0,0,-1,0,-1.383333333,5,-5,-1,-2,-2,3.600353
5.333333333,1,2,10,0,0,1,0,-1,2,7,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.465,39.343,10,118,6,-6,2.216666667,3,1,0,0.683333333,0,1,0,0,1,1,0,0,-1,0,0,0,-1,0,-2.216666667,6,-6,-1,-2,-3,3.0057
6.116666667,1,2,11,0,0,1,0,-1,1,7,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,18.553,17.717,4,86,7,-7,3,4,1,0,0.833333333,0,0,0,1,1,1,-1,0,-1,0,0,0,-1,0,-3,7,-7,-1,-2,-4,-9.44195
6.616666667,1,2,12,0,0,1,0,-1,2,7,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,7.25,6.381,1,105,7,-7,3.5,5,1,0,0.783333333,0,0,0,1,0,0,-1,0,-1,0,0,0,-1,0,-3.5,7,-7,-1,-2,-5,-5.786722
7.266666667,1,2,13,0,0,1,0,-1,2,7,6,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,19.078,11.126,3,88,7,-7,4.15,6,0,0,0.5,0,0,0,1,0,0,0,0,0,0,0,0,-1,0,-4.15,7,-7,-1,-2,-6,-3.898069
8.4,1,2,14,0,0,1,0,-1,1,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.263,66.178,15,97,7,-7,5.283333333,7,1,0,0.65,0,1,0,0,1,0,0,0,-1,0,0,0,-1,0,-5.283333333,7,-7,-1,-2,-7,-3.68916
8.966666667,1,3,15,0,0,1,1,1,1,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.397,13.273,1,118,7,-7,0,0,0,0,1.133333333,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,-7,7,1,3,0,6.295225
9.266666667,1,3,16,0,0,1,1,1,2,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.352,8.612,1,123,8,-8,0.3,1,1,0,0.566666667,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0.3,-8,8,1,3,1,-2.215343
9.7,1,3,17,0,0,1,1,1,2,8,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.912,9.81,2,89,8,-8,0.733333333,2,0,0,0.3,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0.733333333,-8,8,1,3,2,-0.261386
10.13333333,1,3,18,0,0,1,1,1,2,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.36,9.22,2,104,8,-8,1.166666667,3,0,1,0.433333333,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1.166666667,-8,8,1,3,3,-2.465414
10.66666667,1,3,19,0,0,1,1,1,2,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14.808,13.2,2,89,8,-8,1.7,4,0,1,0.433333333,0,1,0,0,1,1,0,1,0,1,0,0,1,1,1.7,-8,8,1,3,4,5.908778
11.36666667,1,3,20,0,0,1,1,1,2,9,11,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,31.083,38.099,7,95,9,-9,2.4,5,0,1,0.533333333,0,0,0,0,1,1,0,1,0,1,0,0,1,1,2.4,-9,9,1,3,5,-2.39259
13.43333333,1,4,21,0,0,1,2,-1,1,10,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,25.96,28.898,10,121,9,-9,0,0,0,0,0.7,0,0,1,0,0,1,0,0,0,0,0,0,-1,-2,0,9,-9,-1,-4,0,3.996039
13.81666667,1,4,22,0,0,1,2,-1,1,10,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.906,5.755,2,119,10,-10,0.383333333,1,1,0,2.066666667,0,0,0,1,0,0,0,0,-1,0,0,0,-1,-2,-0.383333333,10,-10,-1,-4,-1,-4.207419
14.25,1,4,23,0,0,1,2,-1,1,10,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.063,5.037,1,121,10,-10,0.816666667,2,0,0,0.383333333,0,0,1,0,1,0,0,0,0,0,0,0,-1,-2,-0.816666667,10,-10,-1,-4,-2,-2.855326
14.71666667,1,4,24,0,0,1,2,-1,2,10,14,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5.276,9.059,1,110,10,-10,1.283333333,3,0,1,0.433333333,0,1,0,0,1,1,0,0,0,-1,0,0,-1,-2,-1.283333333,10,-10,-1,-4,-3,-1.370514
15.28333333,1,4,25,0,0,1,2,-1,1,10,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11.421,9.907,1,84,10,-10,1.85,4,0,1,0.466666667,0,0,0,1,0,0,0,0,0,-1,0,0,-1,-2,-1.85,10,-10,-1,-4,-4,-6.207258
15.93333333,1,5,26,0,0,1,3,1,1,11,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,21.64,20.108,5,123,10,-10,0,0,0,0,0.566666667,0,0,1,0,1,0,0,0,0,0,0,0,1,3,0,-10,10,1,5,0,5.495406
16.43333333,1,5,27,0,0,1,3,1,2,12,15,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,16.717,25.903,5,108,11,-11,0.5,1,1,0,0.65,0,0,0,1,0,1,0,0,1,0,0,0,1,3,0.5,-11,11,1,5,1,3.162458
16.83333333,1,5,28,0,0,1,3,1,1,12,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.157,5.886,1,102,12,-12,0.9,2,1,0,0.5,0,0,1,0,1,0,0,0,1,0,0,0,1,3,0.9,-12,12,1,5,2,-3.632446
17.11666667,1,5,29,0,0,1,3,1,1,13,16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.792,11.934,2,107,12,-12,1.183333333,3,1,0,0.4,0,0,0,1,0,1,0,0,1,0,0,0,1,3,1.183333333,-12,12,1,5,3,3.300161
18.05,1,5,30,0,0,1,3,1,2,13,17,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,76.317,80.367,19,125,13,-13,2.116666667,4,1,0,0.283333333,0,0,1,0,1,1,0,0,1,0,0,0,1,3,2.116666667,-13,13,1,5,4,-1.310807
18.6,1,5,31,0,0,1,3,1,1,13,18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.118,23.309,6,94,13,-13,2.666666667,5,1,0,0.933333333,0,0,1,0,1,1,0,0,1,0,0,0,1,3,2.666666667,-13,13,1,5,5,-2.801594
18.95,1,5,32,0,0,1,3,1,1,14,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.927,9.444,2,116,13,-13,3.016666667,6,0,0,0.55,0,1,0,0,1,0,0,0,0,0,0,0,1,3,3.016666667,-13,13,1,5,6,5.682921
19.2,1,5,33,0,0,1,3,1,1,14,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.417,7.556,1,122,14,-14,3.266666667,7,1,0,0.35,0,0,1,0,0,0,0,0,1,0,0,0,1,3,3.266666667,-14,14,1,5,7,-3.491681
19.56666667,1,5,34,0,0,1,3,1,1,15,19,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.813,8.407,2,117,14,-14,3.633333333,8,0,0,0.25,0,0,1,0,1,1,0,0,0,0,0,0,1,3,3.633333333,-14,14,1,5,8,2.991353
20.21666667,1,5,35,0,0,1,3,1,1,16,19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,36.617,39.731,9,113,15,-15,4.283333333,9,1,0,0.366666667,0,1,0,0,1,0,0,0,1,0,0,0,1,3,4.283333333,-15,15,1,5,9,4.92448
22.2,1,6,36,0,0,2,3,-1,1,16,20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.917,13.075,3,122,16,-16,0,0,0,0,0.65,0,0,0,1,0,1,0,0,0,0,0,0,-2,-3,0,16,-16,-1,-6,0,-3.751042
22.73333333,1,6,37,0,0,2,3,-1,1,17,20,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,24.208,14.012,5,110,16,-16,0.533333333,1,0,1,1.983333333,0,0,0,1,0,1,0,0,0,-1,0,0,-2,-3,-0.533333333,16,-16,-1,-6,-1,3.396965
23.26666667,1,6,38,0,0,2,3,-1,1,17,21,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,23.42,18.589,4,123,17,-17,1.066666667,2,0,0,0.533333333,0,0,1,0,1,0,0,0,0,0,0,0,-2,-3,-1.066666667,17,-17,-1,-6,-2,-6.10067
23.86666667,1,6,39,0,0,2,3,-1,2,18,21,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,22.331,18.812,5,117,17,-17,1.666666667,3,0,1,0.533333333,0,0,0,1,0,1,0,0,0,-1,0,0,-2,-3,-1.666666667,17,-17,-1,-6,-3,3.115035
24.75,1,6,40,0,0,2,3,-1,1,18,22,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22.33,23.317,6,88,18,-18,2.55,4,0,0,0.6,0,0,0,0,1,1,0,0,0,0,0,0,-2,-3,-2.55,18,-18,-1,-6,-4,-5.922405
25.26666667,1,6,41,0,0,2,3,-1,1,18,23,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,7.964,10.629,3,116,18,-18,3.066666667,5,0,1,0.883333333,0,0,0,1,0,1,0,0,0,-1,0,0,-2,-3,-3.066666667,18,-18,-1,-6,-5,-5.065401
25.8,1,7,42,0,0,2,4,1,1,19,23,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,23.736,21.002,3,119,18,-18,0,0,0,0,0.516666667,0,0,0,1,0,1,0,0,0,0,0,0,2,4,0,-18,18,1,7,0,6.521031
26.31666667,1,7,43,0,0,2,4,1,1,19,24,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.521,35.198,5,112,19,-19,0.516666667,1,1,0,0.533333333,0,0,0,1,0,0,0,0,1,0,0,0,2,4,0.516666667,-19,19,1,7,1,-2.573393
26.63333333,1,7,44,0,0,2,4,1,1,19,25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.327,14.963,2,122,19,-19,0.833333333,2,0,0,0.516666667,0,0,1,0,1,0,0,0,0,0,0,0,2,4,0.833333333,-19,19,1,7,2,-1.324341
27.15,1,7,45,0,0,2,4,1,1,20,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.154,30.927,8,122,19,-19,1.35,3,0,1,0.316666667,0,0,1,0,1,0,0,0,0,1,0,0,2,4,1.35,-19,19,1,7,3,5.459905
27.7,1,7,46,0,0,2,4,1,1,21,25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22.738,25.54,7,112,20,-20,1.9,4,0,0,0.516666667,0,0,1,0,1,1,0,0,0,0,0,0,2,4,1.9,-20,20,1,7,4,4.76551
28.21666667,1,7,47,0,0,2,4,1,1,22,25,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,20.272,30.431,5,108,21,-21,2.416666667,5,1,0,0.55,0,1,0,0,1,0,0,0,1,0,0,0,2,4,2.416666667,-21,21,1,7,5,2.663473
30.06666667,1,8,48,0,0,3,4,-1,1,23,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.468,6.151,1,127,22,-22,0,0,0,0,0.516666667,0,0,1,0,0,1,0,0,0,0,0,0,-3,-4,0,22,-22,-1,-8,0,2.31956
30.83333333,1,8,49,0,0,3,4,-1,1,23,26,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12.374,8.558,2,115,23,-23,0.766666667,1,1,0,1.85,0,0,0,1,1,0,0,0,-1,0,0,0,-3,-4,-0.766666667,23,-23,-1,-8,-1,-4.495132
31.38333333,1,8,50,0,0,3,4,-1,1,23,27,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.505,24.934,3,121,23,-23,1.316666667,2,0,0,0.766666667,0,0,0,1,0,1,0,0,0,0,0,0,-3,-4,-1.316666667,23,-23,-1,-8,-2,-3.559611
31.9,1,8,51,0,0,3,4,-1,2,23,28,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,7.398,14.112,3,122,23,-23,1.833333333,3,0,1,0.55,0,0,1,0,0,1,0,0,0,-1,0,0,-3,-4,-1.833333333,23,-23,-1,-8,-3,-2.868476
32.75,1,8,52,0,0,3,4,-1,1,23,29,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.067,16.072,5,91,23,-23,2.683333333,4,0,1,0.516666667,0,1,0,0,1,1,0,0,0,-1,0,0,-3,-4,-2.683333333,23,-23,-1,-8,-4,-2.169731
33.16666667,1,9,53,0,0,3,5,1,1,23,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.071,6.051,1,126,23,-23,0,0,0,0,0.85,0,0,1,0,1,1,0,0,0,0,0,0,3,5,0,-23,23,1,9,0,0.097825
33.51666667,1,9,54,0,0,3,5,1,1,24,30,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20.466,24.562,4,121,23,-23,0.35,1,0,1,0.416666667,0,0,1,0,1,0,0,0,0,1,0,0,3,5,0.35,-23,23,1,9,1,4.066901
33.85,1,9,55,0,0,3,5,1,1,25,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.705,8.806,3,116,24,-24,0.683333333,2,0,0,0.35,1,0,0,0,1,0,0,0,0,0,0,0,3,5,0.683333333,-24,24,1,9,2,2.980588
34.13333333,1,9,56,0,0,3,5,1,1,26,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.896,4.249,1,108,25,-25,0.966666667,3,1,0,0.333333333,0,1,0,0,1,0,0,0,1,0,0,0,3,5,0.966666667,-25,25,1,9,3,2.661123
34.43333333,1,9,57,0,0,3,5,1,1,27,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.608,7.499,1,116,26,-26,1.266666667,4,1,0,0.283333333,0,1,0,0,1,0,0,0,1,0,0,0,3,5,1.266666667,-26,26,1,9,4,0.904065
36.31666667,1,10,58,0,0,4,5,-1,1,27,31,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.042,39.986,9,114,27,-27,0,0,0,0,0.3,0,0,0,1,0,0,0,0,0,0,0,0,-4,-5,0,27,-27,-1,-10,0,-6.165208
36.75,1,10,59,0,0,4,5,-1,2,27,32,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.933,0.758,1,117,27,-27,0.433333333,1,0,1,1.883333333,0,0,0,1,1,0,0,0,0,-1,0,0,-4,-5,-0.433333333,27,-27,-1,-10,-1,-2.509241
37.4,1,10,60,0,0,4,5,-1,1,27,33,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11.804,14.891,3,86,27,-27,1.083333333,2,0,1,0.433333333,0,1,0,0,0,0,0,0,0,-1,0,0,-4,-5,-1.083333333,27,-27,-1,-10,-2,-1.951241
37.88333333,1,10,61,0,0,4,5,-1,2,27,34,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,6.807,9.787,3,119,27,-27,1.566666667,3,0,1,0.65,0,0,1,0,1,0,0,0,0,-1,0,0,-4,-5,-1.566666667,27,-27,-1,-10,-3,-4.817832
40.3,2,1,62,0,1,0,0,1,2,27,35,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.312,5.936,1,91,27,-27,0,0,0,0,0.483333333,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,-27,27,2,1,0,-0.95296
40.76666667,2,1,63,0,1,0,0,1,1,28,35,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.009,7.382,2,91,27,-27,0.466666667,1,0,1,2.416666667,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0.466666667,-27,27,2,1,1,1.496232
41.16666667,2,1,64,0,1,0,0,1,1,29,35,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,19.113,24.327,5,119,28,-28,0.866666667,2,0,0,0.466666667,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0.866666667,-28,28,2,1,2,2.645809
41.53333333,2,1,65,0,1,0,0,1,1,30,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.283,20.9,5,107,29,-29,1.233333333,3,1,0,0.4,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1.233333333,-29,29,2,1,3,4.068979
41.86666667,2,1,66,0,1,0,0,1,2,30,36,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,11.672,13.474,3,121,30,-30,1.566666667,4,1,0,0.366666667,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1.566666667,-30,30,2,1,4,-0.269168
42.53333333,2,1,67,0,1,0,0,1,1,30,37,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,25.642,33.28,8,103,30,-30,2.233333333,5,1,0,0.333333333,0,0,0,0,1,0,0,0,1,0,0,1,0,0,2.233333333,-30,30,2,1,5,-0.178506
43.05,2,1,68,0,1,0,0,1,1,31,37,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,22.317,30.675,8,118,30,-30,2.75,6,0,0,0.666666667,0,0,1,0,1,1,0,0,0,0,0,1,0,0,2.75,-30,30,2,1,6,3.096082
43.46666667,2,1,69,0,1,0,0,1,1,32,37,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,13.676,13.883,5,117,31,-31,3.166666667,7,1,0,0.516666667,0,1,0,0,1,1,0,0,1,0,0,1,0,0,3.166666667,-31,31,2,1,7,2.788347
44.55,2,2,70,0,1,1,0,-1,1,33,37,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.895,8.964,1,122,32,-32,0,0,0,0,0.416666667,0,0,1,0,1,1,0,0,0,0,0,-1,-1,0,0,32,-32,-2,-2,0,1.359015
45.01666667,2,2,71,0,1,1,0,-1,2,33,38,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.371,7.612,2,117,33,-33,0.466666667,1,1,0,1.083333333,0,0,0,1,1,1,0,0,-1,0,0,-1,-1,0,-0.466666667,33,-33,-2,-2,-1,-0.628374
45.85,2,2,72,0,1,1,0,-1,1,33,39,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,26.014,25.19,7,85,33,-33,1.3,2,0,0,0.466666667,0,1,0,0,1,1,0,0,0,0,0,-1,-1,0,-1.3,33,-33,-2,-2,-2,-1.253986
46.3,2,2,73,0,1,1,0,-1,2,33,40,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3.699,9.696,1,118,33,-33,1.75,3,0,1,0.833333333,0,0,0,1,0,1,0,0,0,-1,0,-1,-1,0,-1.75,33,-33,-2,-2,-3,-1.365397
47.25,2,2,74,0,1,1,0,-1,2,34,40,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,40.27,41.417,11,87,33,-33,2.7,4,0,1,0.45,0,0,0,0,1,1,0,0,0,-1,0,-1,-1,0,-2.7,33,-33,-2,-2,-4,1.465946
48.11666667,2,2,75,0,1,1,0,-1,1,34,41,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22.274,25.415,6,102,34,-34,3.566666667,5,0,1,0.95,0,1,0,0,1,0,0,0,0,-1,0,-1,-1,0,-3.566666667,34,-34,-2,-2,-5,-2.597078
49.36666667,2,3,76,0,1,1,1,1,1,34,42,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,89.403,70.197,19,122,34,-34,0,0,0,0,0.866666667,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,-34,34,2,3,0,-0.216408
49.7,2,3,77,0,1,1,1,1,1,35,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.046,10.073,2,111,34,-34,0.333333333,1,0,1,1.25,0,0,0,1,1,1,0,0,0,1,0,1,1,1,0.333333333,-34,34,2,3,1,4.041295
50.08333333,2,3,78,0,1,1,1,1,1,35,43,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12.75,13.811,3,117,35,-35,0.716666667,2,0,0,0.333333333,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0.716666667,-35,35,2,3,2,-2.124656
50.55,2,3,79,0,1,1,1,1,1,36,43,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20.655,27.214,6,121,35,-35,1.183333333,3,0,1,0.383333333,0,0,0,1,1,0,0,0,0,1,0,1,1,1,1.183333333,-35,35,2,3,3,2.130442
51.2,2,3,80,0,1,1,1,1,2,36,44,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.65,35.965,5,123,36,-36,1.833333333,4,0,0,0.466666667,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1.833333333,-36,36,2,3,4,-0.852217
51.78333333,2,3,81,0,1,1,1,1,1,37,44,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,20.962,24.076,6,102,36,-36,2.416666667,5,0,1,0.65,0,0,0,0,1,1,0,1,0,1,0,1,1,1,2.416666667,-36,36,2,3,5,2.719981
52.16666667,2,3,82,0,1,1,1,1,1,38,44,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.883,0.996,1,124,37,-37,2.8,6,0,0,0.583333333,0,0,0,1,0,1,0,0,0,0,0,1,1,1,2.8,-37,37,2,3,6,2.618463
52.6,2,3,83,0,1,1,1,1,1,39,44,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,17.164,25.281,5,111,38,-38,3.233333333,7,1,0,0.383333333,0,0,0,1,0,1,0,0,1,0,0,1,1,1,3.233333333,-38,38,2,3,7,1.581345
54.76666667,2,4,84,0,1,2,1,-1,1,40,44,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,46.853,44.608,11,116,39,-39,0,0,0,0,0.433333333,0,0,1,0,1,0,0,0,0,0,0,-1,-2,-1,0,39,-39,-2,-4,0,1.037548
55.26666667,2,4,85,0,1,2,1,-1,2,41,44,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19.064,12.414,2,120,40,-40,0.5,1,1,0,2.166666667,0,0,0,1,0,0,0,0,-1,0,0,-1,-2,-1,-0.5,40,-40,-2,-4,-1,1.798562
56.93333333,2,4,86,0,1,2,1,-1,1,42,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.549,127.983,34,87,41,-41,2.166666667,2,1,0,0.5,0,1,0,0,0,0,0,0,-1,0,0,-1,-2,-1,-2.166666667,41,-41,-2,-4,-2,2.178114
57.48333333,2,4,87,0,1,2,1,-1,2,43,44,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,16.738,10.141,2,112,42,-42,2.716666667,3,1,0,1.666666667,0,0,0,1,0,1,-1,0,-1,0,0,-1,-2,-1,-2.716666667,42,-42,-2,-4,-3,0.850004
58.21666667,2,5,88,0,1,3,1,1,1,44,44,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,5.675,6.345,0,112,43,-43,0,0,0,0,0.55,0,0,0,1,0,1,0,0,0,0,0,1,3,1,0,-43,43,2,5,0,2.072627
58.58333333,2,5,89,0,1,3,1,1,1,44,45,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,13.282,13.984,3,121,44,-44,0.366666667,1,1,0,0.733333333,0,0,1,0,1,1,0,0,1,0,0,1,3,1,0.366666667,-44,44,2,5,1,-0.696685
58.95,2,5,90,0,1,3,1,1,2,45,45,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12.015,14.767,4,122,44,-44,0.733333333,2,0,0,0.366666667,0,0,0,1,0,1,0,0,0,0,0,1,3,1,0.733333333,-44,44,2,5,2,3.096772
59.73333333,2,5,91,0,1,3,1,1,1,45,46,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,44.124,45.264,13,106,45,-45,1.516666667,3,1,0,0.366666667,0,1,0,0,1,1,0,0,1,0,0,1,3,1,1.516666667,-45,45,2,5,3,-0.911567
60.18333333,2,5,92,0,1,3,1,1,1,45,47,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,13.365,11.518,2,120,45,-45,1.966666667,4,0,0,0.783333333,0,0,1,0,1,1,0,0,0,0,0,1,3,1,1.966666667,-45,45,2,5,4,-2.000778
60.6,2,5,93,0,1,3,1,1,1,46,47,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,14.219,16.108,4,125,45,-45,2.383333333,5,0,1,0.45,0,0,1,0,1,0,0,1,0,1,0,1,3,1,2.383333333,-45,45,2,5,5,1.929409
61.2,2,5,94,0,1,3,1,1,2,47,47,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,33.852,31.331,9,126,46,-46,2.983333333,6,0,0,0.416666667,1,0,0,0,1,1,0,0,0,0,0,1,3,1,2.983333333,-46,46,2,5,6,2.058399
62.01666667,2,5,95,0,1,3,1,1,2,48,47,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.763,0.93,7,100,47,-47,3.8,7,1,0,0.6,0,0,0,1,0,1,0,0,1,0,0,1,3,1,3.8,-47,47,2,5,7,2.706872
64.08333333,2,6,96,0,1,4,1,-1,1,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.756,7.161,1,95,48,-48,0,0,0,0,0.816666667,0,1,0,0,1,1,0,0,0,0,0,-1,-4,-1,0,48,-48,-2,-6,0,-1.971969
